Size,Insulation,Voltage,Type,FROM,FROM_SWITCH,TO,TO_SWITCH
120SQ.MM,PILC,11KV,HTCF SECTION,AZAMI COMPD,18151,DURGA MATA MANDIR,9826
120SQ.MM,PILC,11KV,HTCF SECTION,BHANDARI METAL,10907,SUBEDAR,2702
120SQ.MM,PILC,11KV,HTCF SECTION,CHEMBUR WEST 3,4692,TRISHUL,15282
120SQ.MM,PILC,11KV,HTCF SECTION,CHUNABHATTI RD 2,12457,EVERARD,11381
120SQ.MM,PILC,11KV,HTCF SECTION,DEONAR HSG.1,31627,DEONAR QTRS,7631
120SQ.MM,PILC,11KV,HTCF SECTION,GARODIA NGR 1,7497,GARODIA NGR 3,10272
120SQ.MM,PILC,11KV,HTCF SECTION,GARODIA NGR 1,7497,GARODIA NGR 3,10272
120SQ.MM,PILC,11KV,HTCF SECTION,GARODIA NGR 1,7497,GARODIA NGR 3,10272
120SQ.MM,PILC,11KV,HTCF SECTION,GHATKOPAR CENTRAL 2,9535,SAMARPAN,13238
120SQ.MM,PILC,11KV,HTCF SECTION,GHATKOPAR CENTRAL 2,9535,SAMARPAN,13238
120SQ.MM,PILC,11KV,HTCF SECTION,GHATKOPAR CENTRAL 2,9535,SAMARPAN,13238
120SQ.MM,PILC,11KV,HTCF SECTION,GHATKOPAR CENTRAL 2,9535,SAMARPAN,13238
120SQ.MM,PILC,11KV,HTCF SECTION,GHATKOPAR SWITCH HOUSE,486,M.G.RD 1,5455
120SQ.MM,PILC,11KV,HTCF SECTION,HARIKUNJ,19323,TRISHUL,15281
120SQ.MM,PILC,11KV,HTCF SECTION,KHETAN IND,460,MAZGAON DOCK,16417
120SQ.MM,PILC,11KV,HTCF SECTION,KOSAN GAS,686,HPCL,26150
120SQ.MM,PILC,11KV,HTCF SECTION,LAXMI NARAYAN 1,7133,SAKI NORTH 2,15484
120SQ.MM,PILC,11KV,HTCF SECTION,LAXMI NIWAS 1,18469,LAXMI NIWAS 2,18474
120SQ.MM,PILC,11KV,HTCF SECTION,LAXMI NIWAS 2,18472,WASHI GAVTHAN,30502
120SQ.MM,PILC,11KV,HTCF SECTION,MAZGAON DOCK,16419,GANESH PATIL NGR,16441
120SQ.MM,PILC,11KV,HTCF SECTION,MYSORE CLY,15179,MITHUL ENCLAVE,15182
120SQ.MM,PILC,11KV,HTCF SECTION,NEW BHARAT NGR,25346,BHARAT NGR 4,16291
120SQ.MM,PILC,11KV,HTCF SECTION,POWAI HSG 5,15777,SOLITAIRE,13059
120SQ.MM,PILC,11KV,HTCF SECTION,SARDAR IRON,529,KARMA STAMBH,14077
120SQ.MM,PILC,11KV,HTCF SECTION,SHIVAJI NGR 2,31757,SHIVAJI NGR 6,9827
120SQ.MM,PILC,11KV,HTCF SECTION,SHIVAJI NGR SCHOOL 3,12148,BAINGANWADI 1,12213
120SQ.MM,PILC,11KV,HTCF SECTION,SHRAMJEEVI NGR,16019,POSTAL CLY,17554
120SQ.MM,PILC,11KV,HTCF SECTION,SHRAMJEEVI NGR,16019,POSTAL CLY,17554
120SQ.MM,PILC,11KV,HTCF SECTION,SPARC 1,18764,SPARC 2,29079
120SQ.MM,PILC,11KV,HTCF SECTION,SWASTIC DYE,4371,SAI DARSHAN,12672
120SQ.MM,PILC,11KV,HTCF SECTION,TAGORE NGR CEMETARY,11368,KANNAMAWAR NGR 2,5020
120SQ.MM,PILC,11KV,HTCF SECTION,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,TAXIMEN CLY 1,39461,SAINATH CHOWK,9839
120SQ.MM,PILC,11KV,HTCF SECTION,VARSHA NGR 1,12267,VARSHA NGR 2,12505
120SQ.MM,PILC,11KV,HTCF SECTION,VIKHROLI BUS DEPOT EAST,5672,HIGHWAY LIGHT,34126
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GOVANDI EXHIBITOR,15529,SLAUGHTER HOUSE 1,4041
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GOVANDI EXHIBITOR,15529,SLAUGHTER HOUSE 1,4041
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,HARIYALI SOUTH,9939,GODREJ CREEK,26202
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PAYALIPADA,26809,TROMBAY HOSPITAL,11688
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHAMIANA,9944,SONAPUR LANE 1,7380
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHIVAJI NGR 3,9742,SHIVAJI NGR SOUTH 2,9745
120+150SQ.MM,XLPE,11KV,HTCF SECTION,BUNTS SANGH,31164,QURESHI NAGAR KABRASTAN,32450
120+150SQ.MM,XLPE,11KV,HTCF SECTION,DATTANI PLAZA,32533,I.B.M. 2,2357
120+150+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120+150+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120+150+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHUNABHATTI 3,18782,KURLA CREEK 5,9162
120+150+300SQ.MM,PILC,11KV,HTCF SECTION,PARMAR STEEL,7362,SAKI PARAMOUNT,38976
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ARYAMAN TRANSIT,36019,PREM JYOT,18965
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ARYAMAN TRANSIT,36019,PREM JYOT,18965
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,HALAV POOL,28721,SHAHID JITESH,35493
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KURLA NORTH 3,6463,KAJUPADA 4,36176
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MANDALA,14392,TROMBAY HOSPITAL,11690
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MASOOD EST,35677,TWIN STAR,35694
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHAHID JITESH,35493,MASRANI LANE 2,6350
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,THAKKARBAPA CLY.1,5107,VATSALATAI NAIK NGR 1,15739
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TILAK NGR SHREE,34838,DHANANJAY,31321
120+150+3000SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHAHID JITESH,35493,MASRANI LANE 2,6350
120+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,R.C.MARG WEST,13314,WASHI RD EAST,16187
120+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,WASHI RD EAST,16187,R.C.MARG WEST,13314
120+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,WASHI RD EAST,16187,R.C.MARG WEST,13314
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ASHOK APARTMENT,27024,SHIVAJI KUTIR MANDAL,18220
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHIKKUWADI SCRAP NO 2,38534,CHIKKUWADI 1,35953
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EVERARD,16161,VASANTDADA PATIL PRATISHTHAN,39293
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHATKOPAR SEWAGE 2,39777,VANDANA PESTOM SAGAR,37935
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHATKOPAR SEWAGE 2,39777,VANDANA PESTOM SAGAR,37935
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GODREJ TREES NO.1,39309,GODREJ & BOYCE 1,304
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,HELIX TOWER,39486,SANGHANI EST,10866
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KANNAMWAR NGR(E) 1,6805,RAIGAD KANNAMWAR,37463
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MEXUS MULTIPLEX,31500,STAR GLASS,9116
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RESERVE BANK 2,38805,BHARAT TEERTH,7980
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAKI NAKA 3,18426,SHANGRILA,19061
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHANGRILA,19059,KHADI 3,27039
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,STAR METAL,2176,HINDUSTAN KOHINOOR 2,14083
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,STAR METAL,2176,HINDUSTAN KOHINOOR 2,14083
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SWASTIC PARK,16062,ACHARYA NGR,16076
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TILAK NGR BHAVANA,36873,KURLA TERMINUS 1,12000
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TILAK NGR BHAVANA,36873,KURLA TERMINUS 1,12000
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,YASHAWANTRAO CHAVAN,34104,CHANDIVALI HSG 1,7930
120+300SQ.MM,XLPE,11KV,HTCF SECTION,CHHEDA NGR 2,4914,ALMEDA ARK,36923
120+300SQ.MM,XLPE,11KV,HTCF SECTION,HINDU MAHA SABHA,18675,GHATKOPAR SHOPPING CENTRE,29372
120+300+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KURLA NORTH 3,6463,KAJUPADA 4,36176
150SQ.MM,XLPE,11KV,HTCF SECTION,R.N.A.PARK 3,26693,DINSHAW 2,25499
150SQ.MM,XLPE,11KV,HTCF SECTION,SHRINIVAS 1,28024,SHRINIVAS 2,26060
185+240SQ.MM,PILC,11KV,HTCF SECTION,VIKHROLI HILL 1,12089,VIKHROLI BUS DEPOT,13955
185+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GANGAWADI,9845,GIRIKUNJ,14924
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHATKOPAR TEL.EXCHANGE,5537,CHIRAG NAGAR POLICE QUARTER,34282
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,INTERNATIONAL ENGG,4683,PRESIDENTIAL TOWER,13770
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PRESIDENTIAL TOWER,13770,INTERNATIONAL ENGG,4683
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240SQ.MM,PILC,11KV,HTCF SECTION,CHARAI CEMETRY,11408,REPUBLIC,2190
225+240SQ.MM,PILC,11KV,HTCF SECTION,,,,
225+240SQ.MM,PILC,11KV,HTCF SECTION,,,,
225+240SQ.MM,PILC,11KV,HTCF SECTION,CHHEDA NGR 3,12517,SAIKRIPA IND EST,16354
225+240SQ.MM,PILC,11KV,HTCF SECTION,FERTILIZER CLY 3,16240,TROMBAY RESERVOIR,2830
225+240SQ.MM,PILC,11KV,HTCF SECTION,MAHILA ASHRAM,4913,RAJDEEP,9427
225+240SQ.MM,PILC,11KV,HTCF SECTION,NANASHETH COMPOUND,28122,KURLA 3,2107
225+240SQ.MM,PILC,11KV,HTCF SECTION,PANJARPOLE 1,32428,FERTILIZER CLY 3,16238
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAJETHIA IND EST,5071,GANESH IND,9951
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NATRAJ (CINEMA),7611,CHEMBUR GOVANDI RD 2,10813
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ASSISI NGR,28152,JYOTI HOMES,38775
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LARSEN & TOUBRO,31230,CLIPWALA,5312
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MONTEROSSA,31080,DEEP LAKSHMI,29764
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,UNION PARK 4,26757,NEW SAI SRUSHTI,35122
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHEMBUR NALINI,35899,SHREE SUNDER,6384
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHEMBUR NALINI,35899,SHREE SUNDER,6384
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GOLF VIEW CHS,40138,CHEMBUR NALINI,35901
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KURLA AL-SABA,37931,SONAPUR LANE 1,7381
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KURLA STN RD,7887,PIPE ROAD,16976
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NEELKANTH ROYALE,37647,ANNAPURNA,2682
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NUTAN MAHADEO,31868,SINDHUWADI,25833
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,REPUBLIC,4365,GULMARG,29358
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TROMBAY RESERVOIR NO 2,40782,PRABUDDH NGR,18951
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VIDEOCON ATITHI,25573,BAHARI,4445
225+300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
,PILC,11KV,HTCF SECTION,CHHEDA NGR 3,12517,SAIKRIPA IND EST,16354
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,CHANDIVALI,7938,CHANDIVALI HSG 1,7929
240SQ.MM,PILC,11KV,HTCF SECTION,CHANDRODAYA,6786,S.G.BARVE MARG,7201
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,CHIKKUWADI HSG 3,19456,ANNABHAU SATHE NGR 2,18255
240SQ.MM,PILC,11KV,HTCF SECTION,DHANLAXMI,16748,ASALPHA EKVIRA DARSHAN,32479
240SQ.MM,PILC,11KV,HTCF SECTION,EVEREST GARDEN,18709,LAXMI NGR 4,28855
240SQ.MM,PILC,11KV,HTCF SECTION,GHATKOPAR SWIMING POOL,31565,PANT NGR HSG 2,9875
240SQ.MM,PILC,11KV,HTCF SECTION,LAXMI NGR 4,28857,VIKHROLI BUS DEPOT EAST,5661
240SQ.MM,PILC,11KV,HTCF SECTION,NATWAR PAREKH 1,39911,DEONAR NORTH 1,5703
240SQ.MM,PILC,11KV,HTCF SECTION,POWAI HSG 1,15122,ADI SHANKARACHARYA MARG 2,14909
240SQ.MM,PILC,11KV,HTCF SECTION,POWAI HSG 3,13042,POWAI HSG 2,15637
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,TILAK NGR GARDEN,15015,SHREE SIDDHIVINAYAK,31151
240SQ.MM,PILC,11KV,HTCF SECTION,TILAK NGR GARDEN,15015,SHREE SIDDHIVINAYAK,31151
240SQ.MM,PILC,11KV,HTCF SECTION,TROMBAY TOWNSHIP 2,29252,MANDALA,14389
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,WADALA RD,13928,VIJAY NGR APT 2,18342
240SQ.MM,PILC,11KV,HTCF SECTION,YASHWANTRAO CHAVAN NGR,15730,CHIKKUWADI 4,16857
240SQ.MM,PILC,11KV,HTCF SECTION,YASHWANTRAO CHAVAN NGR,15730,CHIKKUWADI 4,16857
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHARAT GLASS,16729,MOHAN SADAN,38270
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHARAT GLASS,16729,MOHAN SADAN,38270
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHANDRODAYA,6786,S.G.BARVE MARG,7201
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHHEDA NGR 2,4915,AMAR MAHAL,13019
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CORPORATE PARK,12925,SURANA HOSPITAL,30205
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CORPORATE SQUARE,39898,LAXMI NGR 1,10915
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CUTCH DYEING,12836,SURANA HOSPITAL,30206
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DEONAR ANCILLARY,26567,DEONAR PUMPING,30822
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DEVJI KESHAVJI,12350,KUKREJA RESIDENCY,29402
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EVEREST GARDEN,18711,GEOFEERY MANNERS,38361
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHATKOPAR NORTH 2,14975,VIKHROLI FIRE BRIGADE,39811
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHATKOPAR NORTH 2,14975,VIKHROLI FIRE BRIGADE,39811
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHATKOPAR SWITCH HOUSE,490,SARVODAY HOSPITAL,10113
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GLUCOSE FOOD,26159,KURLA IND 1,748
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GLUCOSE FOOD,26159,KURLA IND 1,748
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GODREJ COLISEUM,25774,BHAKTI PARK 2,25121
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GOLF CLUB,2170,GOLF CLUB 2,16146
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GRIT EST,18980,PREM JYOT,10708
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,H P EMPLOYEES CHS,28597,TILAK NGR SEVENTEEN,37063
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,HALL ROAD NO.3,36619,HALL RD 2,14802
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KURLA BAZAR WARD,14134,PENINSULA TECHNOPARK 3,37409
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KUTCHHI SARVODAYA,36668,KANAKIA INTERNATIONAL,29262
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LATHIA RUBBER,10280,HARENDRA KUMAR,15003
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LAXMI NGR 1,10914,GODREJ TREES NO.1,39312
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LOKMANYA PAN BAZAR,18350,THAKKARBAPA CLY.3,9750
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MANKHURD FIRE BRIGADE,35300,CHIKKUWADI 1,35955
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MATCH FACTORY,11948,KRISHNA ICE AND COLD,26441
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MHADA MANKHURD REC- STATION,38732,SHIVNERI,30190
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MHADA MANKHURD REC- STATION,38732,SHIVNERI,30190
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MHADA MANKHURD REC- STATION,38732,SHIVNERI,30190
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NAIGARA,29090,NICH BELLA,39666
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR BHAGIRATH,39584,PANT NGR SCHOOL,9319
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR BHAGIRATH,39584,PANT NGR SCHOOL,9319
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR SCHOOL,9325,GHATKOPAR HSG CLY 3,11035
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR SCHOOL,9325,GHATKOPAR HSG CLY 3,11035
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PUNJABWADI,26901,TROMBAY TOWNSHIP 2,17394
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAGAR TECH PLAZA 2,29241,MILENIUM PARK,38392
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SANJEEVANI CHS,34930,JYOTI HOMES,38774
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUDHA PARK,19783,VIKHROLI CLY 2,14053
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUDHA PARK,19783,VIKHROLI CLY 2,14053
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUDHA PARK,19783,VIKHROLI CLY 2,14053
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TAGORE NGR ROHINI,39653,GODREJ & BOYCE 2,2690
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TAGORE NGR ROHINI,39653,GODREJ & BOYCE 2,2690
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TCG FINANCIAL CENTRE,35141,PLATINA,30596
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TILAK NGR EKTA CHS,38941,TILAK NGR SURYAKIRAN,35606
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TOLARAM NGR,6968,SHIV SABARI,34714
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TWINKLE STAR,16871,K STAR MALL,30745
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TWINKLE STAR,16871,K STAR MALL,30745
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,YASHWANTRAO CHAVAN NGR,15730,CHIKKUWADI 4,16857
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAHUL MAMATA HEIGHT,37462,BURMASHELL STAFF CLY,394
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAHUL MAMATA HEIGHT,37462,BURMASHELL STAFF CLY,394
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,READY MIX CONCRETE PLANT,19746,AMARTARA 2,38580
300SQ.MM,PILC,11KV,HTCF SECTION,PANJARPOLE 1,9244,GREEN ACRES,15868
300SQ.MM,PILC,22KV,HTCF SECTION,,,,
300SQ.MM,PILC,22KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,AKRUTI ORCHID,26547,VIJAY SYNTHETICS,5897
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,ANIK VILLAGE 1,25492,MANISH VIJAY,9902
300SQ.MM,XLPE,11KV,HTCF SECTION,ARYAMAN TRANSIT,37990,ARYAMAN TRANSIT CAMP NO. 2,37995
300SQ.MM,XLPE,11KV,HTCF SECTION,BUNTER BHAVAN,12848,CHUNABHATTI 2,32883
300SQ.MM,XLPE,11KV,HTCF SECTION,CAPRIHANS,10202,CHOKSI MILL,12272
300SQ.MM,XLPE,11KV,HTCF SECTION,CHANDIVALI RD 2,27006,CHANDIVALI RD 1,4589
300SQ.MM,XLPE,11KV,HTCF SECTION,CHEMBUR SUSWAGATM,38189,CHEMBUR OLD,6468
300SQ.MM,XLPE,11KV,HTCF SECTION,CHEMBUR TRADING NO 3,30663,CHEMBUR TRADING CORP 1,26357
300SQ.MM,XLPE,11KV,HTCF SECTION,DEONAR NORTH 2,11509,SHIVAJI NGR SCHOOL 2,9542
300SQ.MM,XLPE,11KV,HTCF SECTION,GANESH PATIL NGR,11477,STANVAC NGR WEST,9032
300SQ.MM,XLPE,11KV,HTCF SECTION,GANESH PATIL NGR,11477,STANVAC NGR WEST,9032
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,GHATLA VILLEGE 2,18718,GHATLA VILLEGE,11286
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,INVO CLEAN,31385,SHIVSHAHI NO.3,34527
300SQ.MM,XLPE,11KV,HTCF SECTION,INVO CLEAN,31385,SHIVSHAHI NO.3,34527
300SQ.MM,XLPE,11KV,HTCF SECTION,KHETAN IND,36543,SAI ARPAN,17924
300SQ.MM,XLPE,11KV,HTCF SECTION,KOHINOOR HSG NO.1,29589,KAMANI METAL,259
300SQ.MM,XLPE,11KV,HTCF SECTION,KOHINOOR HSG NO.1,29589,KAMANI METAL,259
300SQ.MM,XLPE,11KV,HTCF SECTION,KOHINOOR RECEIVING STATION,31443,KURLA MAHAJAN SRA,38079
300SQ.MM,XLPE,11KV,HTCF SECTION,KOHINOOR RECEIVING STATION,31447,NAVAL DEPOT,16008
300SQ.MM,XLPE,11KV,HTCF SECTION,KOHINOOR RECEIVING STATION,31452,SUNRISE IND EST,7533
300SQ.MM,XLPE,11KV,HTCF SECTION,KURLA COURT,26487,MAHARASHTRA WEIGH BRIDGE,31516
300SQ.MM,XLPE,11KV,HTCF SECTION,KURLA COURT,26487,MAHARASHTRA WEIGH BRIDGE,31516
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,LOGITECH PARK,26401,SAKI NAKA 4,28741
300SQ.MM,XLPE,11KV,HTCF SECTION,MAHARASHTRA WEIGH BRIDGE,31515,KURLA SOUTH 1,2444
300SQ.MM,XLPE,11KV,HTCF SECTION,MAHARASHTRA WEIGH BRIDGE,31515,KURLA SOUTH 1,2444
300SQ.MM,XLPE,11KV,HTCF SECTION,MANISH VIJAY,9902,ANIK VILLAGE 1,25492
300SQ.MM,XLPE,11KV,HTCF SECTION,MANIYAR DYE,35168,KAJUPADA 2,9099
