FROM_SWITCH,TO_SWITCH,FEEDER_ID,FEEDERID_FULL,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,COMMISSIONEDDATE,NEUTRALMATERIAL,CABLECONDUCTORMATERIAL,CABLETYPE,REMARKS,MEASUREDLENGTH,CLUSTER_TYPE,FROM_SWITCH_N,FEEDER_ID_N,PATH,NO_OF_SEGMENT,DEDUP_KEY,AGG_MEASUREDLENGTH,COMMISSIONEDDATE_DT,SWNO,COMMISSIONEDDATE_DT_OLDEST
15738,15705,39140,MHADASAH_11KV_39140,VATSALATAI NAIK NGR 1,VATSALATAI NAIK NGR 2,1S-MH-MU-ZET-CL01-8907,1S-MH-MU-ZET-CL01-8908,4,2024-02-15,AL,AL,XLPE,,315.0,SLUM,15738,39140,SWNO_15738 -> SWNO_15705,1,15705,315.0,2024-02-15 00:00:00+00:00,15705,2024-02-15 00:00:00+00:00
15740,12682,15510,DAHISR_11kV_15510,PUSHPA VIHAR,DAULAT NAGAR CEMETERY,1S-MH-MU-ZNT-CL09-6553,1S-MH-MU-ZNT-CL01-6144,5,2009-04-06,AL,AL,XLPE,,68.0,,15740,15510,SWNO_15740 -> JT.NO.32L | JT.NO.32C -> JT.NO.32D | JT.NO.32D -> SWNO_12682 | JT.NO.32F -> JT.NO.32G | JT.NO.32G -> JT.NO.32H | JT.NO.32H -> JT.NO.32C | JT.NO.32L -> JT.NO.32F,7,12682,182.7,2009-04-06 00:00:00+00:00,12682,2009-04-06 00:00:00+00:00
15749,6585,41906,BANDRA_11kV_41906,KHAR VILLAGE,THIRTEENTH ROAD (13TH),1S-MH-MU-ZST-CL02-0302,1S-MH-MU-ZST-CL02-0002,6,2020-02-05,AL,AL,PILC,,83.0,,15749,41906,SWNO_15749 -> JT.NO.12A | JT.NO.12A -> JT.NO.12B | JT.NO.12B -> JT.NO.12C | JT.NO.12C -> SWNO_06585,4,6585,359.7,2020-02-05 00:00:00+00:00,6585,2020-02-05 00:00:00+00:00
15755,12048,41583,ESIC_11kV_41583,AHURA CENTRE,M I D C NO.1,1S-MH-MU-ZSC-CL01-2021,1S-MH-MU-ZSC-CL01-2410,3,,AL,AL,PILC,,37.0,,15755,41583,SWNO_15755 -> SWNO_12048,1,12048,37.0,,12048,
15756,17302,34729,RNARYL_11kV_34729,GANESH NAGAR SOCIETY,RSC 29,1S-MH-MU-ZNT-CL07-6880,1S-MH-MU-ZNT-CL06-6883,4,2025-03-10,AL,AL,XLPE,,108.5,,15756,34729,SWNO_15756 -> JT.NO.5 | JT.NO.5 -> SWNO_17302,2,17302,421.3,2025-03-10 00:00:00+00:00,17302,2025-03-10 00:00:00+00:00
15762,25922,18648,MIRA_11kV_18648,VRAJ APARTMENT,HARSHGIRI,1S-MH-MU-ZNT-CL09-6796,1S-MH-MU-ZNT-CL09-6922,2.2,,AL,AL,XLPE,,150.9,,15762,18648,SWNO_25922 -> SWNO_15762,1,25922,150.9,,25922,
15765,38504,3139,SAKI_11kV_03139,TANAJI NGR 2,SAKI PALAZIO,1S-MH-MU-ZET-CL13-8845,1S-MH-MU-ZET-CL13-9690,3,2022-10-18,AL,AL,XLPE,,79.14226052,,15765,3139,JT.NO.8C -> JT.NO.8B | SWNO_15765 -> JT.NO.8C,2,38504,114.40226052,2022-10-18 00:00:00+00:00,38504,2022-10-18 00:00:00+00:00
15770,29785,15451,24THRD_11kV_15451,PEARL HEIGHT,ORIENTAL PALACE(H.O.P.),1S-MH-MU-ZST-CL02-0414,1S-MH-MU-ZST-CL02-0198,3,2019-04-01,AL,AL,PILC,DISCONNECTED,64.2,,15770,15451,SWNO_15770 -> JT.NO.13E | JT.NO.13C -> SWNO_29785 | JT.NO.13D -> JT.NO.13C | JT.NO.13E -> JT.NO.13D | SWNO_15770 -> SWNO_29785,5,29785,476.59999999999997,2019-04-01 00:00:00+00:00,29785,2019-04-01 00:00:00+00:00
15771,19223,40101,HIRANANDA_11KV_40101,RAJ RESIDENCY,PANCHASHEEL GARDEN,1S-MH-MU-ZCT-CL04-4642,1S-MH-MU-ZCT-CL04-4863,3.1,2025-03-28,AL,AL,XLPE,,22.4,,15771,40101,SWNO_15771 -> JT.NO.31 | JT.NO.31 -> SWNO_19223,2,19223,178.1,2025-03-28 00:00:00+00:00,19223,2025-03-28 00:00:00+00:00
15773,17207,40101,HIRANANDA_11KV_40101,RAJ RESIDENCY,KAMLA VIHAR,1S-MH-MU-ZCT-CL04-4642,1S-MH-MU-ZCT-CL04-4849,4,2020-06-23,AL,AL,XLPE,,152.5,,15773,40101,SWNO_15773 -> JT.NO.82 | JT.NO.82 -> SWNO_17207,2,17207,348.4,2020-06-23 00:00:00+00:00,17207,2020-06-23 00:00:00+00:00
15776,16346,30036,PALMCT_11kV_30036,STAR INDUSTRIES,MALAD IND.UNIT NO.3,1S-MH-MU-ZCT-CL03-4728,1S-MH-MU-ZCT-CL03-4447,10,2025-03-15,AL,AL,XLPE,AS PER HT SLD,110.0,INDUSTRIAL,15776,30036,SWNO_15776 -> SWNO_16346,1,16346,110.0,2025-03-15 00:00:00+00:00,16346,2025-03-15 00:00:00+00:00
15777,13059,26381,HIRANA_11kV_26381,POWAI HSG 5,SOLITAIRE,1S-MH-MU-ZET-CL07-8656,1S-MH-MU-ZET-CL07-8807,2.1,,AL,AL,PILC,,72.7,,15777,26381,SWNO_15777 -> JT.NO.16E | JT.NO.16 -> SWNO_13059 | JT.NO.16A -> JT.NO.16B | JT.NO.16B -> JT.NO.16C | JT.NO.16C -> JT.NO.16 | JT.NO.16E -> JT.NO.16A,6,13059,394.40000000000003,,13059,
15779,13287,26381,HIRANA_11kV_26381,POWAI HSG 5,POWAI HSG 8,1S-MH-MU-ZET-CL07-8656,1S-MH-MU-ZET-CL07-8658,3,2024-03-27,AL,AL,XLPE,,130.11314359,,15779,26381,SWNO_15779 -> JT.NO.01 | JT.NO.01 -> JT.NO.01A | JT.NO.01A -> JT.NO.01B | JT.NO.01B -> SWNO_13287,4,13287,439.2820848,2024-03-27 00:00:00+00:00,13287,2024-03-27 00:00:00+00:00
15780,15389,15780,BHYNDR_11kV_12215,BHAYANDAR REC-STN,KASTURI ESTATE NO 1,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6353,1,2009-12-16,AL,AL,XLPE,,104.1,,15780,15780,SWNO_12215 -> JT.NO.1 | JT.NO.1 -> JT.NO.1A | JT.NO.1A -> JT.NO.1B | JT.NO.1B -> JT.NO.1C | JT.NO.1C -> SWNO_32850 | SWNO_15780 -> JT.NO.56 | JT.NO.56 -> JT.NO.56A | JT.NO.56A -> JT.NO.56E | JT.NO.56B -> JT.NO.56D | JT.NO.56C -> SWNO_15389 | JT.NO.56D -> JT.NO.56C | JT.NO.56E -> JT.NO.56F | JT.NO.56F -> JT.NO.56B,13,15389,854.7,2009-12-16 00:00:00+00:00,15389,2009-12-16 00:00:00+00:00
15780,7569,15780,BHYNDR_11kV_12215,BHAYANDAR REC-STN,VINU INDUSTRIES,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6792,2,2009-12-04,AL,AL,PILC,,155.9,,15780,15780,SWNO_12215 -> JT.NO.1D | JT.NO.1 -> JT.NO.1M | JT.NO.1A -> JT.NO.1 | JT.NO.1B -> JT.NO.1C | JT.NO.1C -> JT.NO.1L | JT.NO.1D -> JT.NO.1E | JT.NO.1E -> JT.NO.1P | JT.NO.1F -> JT.NO.1N | JT.NO.1G -> JT.NO.1H | JT.NO.1H -> SWNO_36158 | JT.NO.1J -> JT.NO.1G | JT.NO.1K -> JT.NO.1F | JT.NO.1L -> JT.NO.1K | JT.NO.1M -> JT.NO.1B | JT.NO.1N -> JT.NO.1J | JT.NO.1P -> JT.NO.1Q | JT.NO.1Q -> JT.NO.1A | SWNO_15780 -> JT.NO.1 | JT.NO.1 -> JT.NO.1B | JT.NO.1A -> SWNO_07569 | JT.NO.1C -> JT.NO.1A,22,7569,1169.7,2009-12-04 00:00:00+00:00,7569,2009-12-04 00:00:00+00:00
15781,5546,15781,BHYNDR_11kV_15781,BHAYANDAR REC-STN,VIKAS INDUSTRIES NO 1,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6788,1,2019-03-03,AL,AL,XLPE,,138.3,,15781,15781,SWNO_15781 -> JT.NO.19 | JT.NO.19 -> SWNO_05546,2,5546,233.70000000000002,2019-03-03 00:00:00+00:00,5546,2019-03-03 00:00:00+00:00
15783,31562,15783,BHYNDR_11kV_15783,BHAYANDAR REC-STN,PATIL ESTATE,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6526,2,2010-05-30,AL,AL,PILC,,205.8,,15783,15783,SWNO_15783 -> JT.NO.33K | JT.NO.33 -> JT.NO.33G | JT.NO.33A -> JT.NO.33B | JT.NO.33B -> JT.NO.33M | JT.NO.33C -> JT.NO.33F | JT.NO.33D -> JT.NO.33E | JT.NO.33E -> JT.NO.33R | JT.NO.33F -> SWNO_31562 | JT.NO.33G -> JT.NO.33A | JT.NO.33H -> JT.NO.33J | JT.NO.33J -> JT.NO.33D | JT.NO.33K -> JT.NO.33P | JT.NO.33L -> JT.NO.33H | JT.NO.33M -> JT.NO.33N | JT.NO.33N -> JT.NO.33T | JT.NO.33P -> JT.NO.33Q | JT.NO.33Q -> JT.NO.33L | JT.NO.33R -> JT.NO.33S | JT.NO.33S -> JT.NO.33 | JT.NO.33T -> JT.NO.33C,20,31562,1185.9,2010-05-30 00:00:00+00:00,31562,2010-05-30 00:00:00+00:00
15783,43151,15783,BHYNDR_11kV_15783,BHAYANDAR REC-STN,MUKUND TOWER,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL12-7020,1,2010-03-17,AL,AL,XLPE,,150.9,,15783,15783,SWNO_15783 -> JT.NO.1 | JT.NO.1 -> JT.NO.1A | JT.NO.1A -> JT.NO.1B | JT.NO.1B -> JT.NO.1C | JT.NO.1C -> JT.NO.1E | JT.NO.1D -> SWNO_43151 | JT.NO.1E -> JT.NO.1F | JT.NO.1F -> JT.NO.1D,8,43151,636.6,2010-03-17 00:00:00+00:00,43151,2010-03-17 00:00:00+00:00
15784,35012,15784,BHYNDR_11kV_15784,BHAYANDAR REC-STN,SARVODAYA PARADISE,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL11-7448,2,,AL,AL,XLPE,,1099.20302579,INDUSTRIAL,15784,15784,SWNO_15784 -> JT.NO.1 | JT.NO.1 -> SWNO_35012,2,35012,1105.0,,35012,
15784,37512,15784,BHYNDR_11kV_15784,BHAYANDAR REC-STN,KHARI PLINTH NO 2,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-7788,1,2013-09-08,AL,AL,XLPE,,53.0,INDUSTRIAL,15784,15784,SWNO_15784 -> JT.NO.31M | JT.NO.31 -> JT.NO.31A | JT.NO.31A -> JT.NO.31J | JT.NO.31C -> JT.NO.31D | JT.NO.31D -> JT.NO.31E | JT.NO.31E -> JT.NO.31F | JT.NO.31F -> JT.NO.31G | JT.NO.31G -> JT.NO.31H | JT.NO.31H -> JT.NO.31P | JT.NO.31J -> JT.NO.31K | JT.NO.31K -> JT.NO.31L | JT.NO.31L -> JT.NO.31B | JT.NO.31M -> JT.NO.31N | JT.NO.31N -> JT.NO.31C | JT.NO.31P -> JT.NO.31,15,37512,1753.9,2013-09-08 00:00:00+00:00,37512,2013-09-08 00:00:00+00:00
15785,16714,15785,BHYNDR_11kV_15785,BHAYANDAR REC-STN,BHAYANDAR UDYOG NAGAR,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6062,1,2010-01-31,AL,AL,PILC,,59.2,,15785,15785,SWNO_15785 -> JT.NO.30C | JT.NO.30 -> JT.NO.30H | JT.NO.30A -> JT.NO.30 | JT.NO.30B -> JT.NO.30D | JT.NO.30C -> JT.NO.30B | JT.NO.30D -> JT.NO.30E | JT.NO.30E -> JT.NO.30G | JT.NO.30F -> JT.NO.30A | JT.NO.30G -> JT.NO.30F | JT.NO.30H -> SWNO_16714,10,16714,422.9,2010-01-31 00:00:00+00:00,16714,2010-01-31 00:00:00+00:00
15785,29067,15785,BHYNDR_11kV_15785,BHAYANDAR REC-STN,GOLDEN EAGLE NO 2,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL12-6844,3,2009-12-16,AL,AL,XLPE,,107.0,,15785,15785,SWNO_15785 -> JT.NO.19 | JT.NO.19 -> JT.NO.19A | JT.NO.19A -> JT.NO.19B | JT.NO.21 -> SWNO_29067,4,29067,969.40269011,2009-12-16 00:00:00+00:00,29067,2009-12-16 00:00:00+00:00
15785,44086,15785,AMBVLI_11kV_10206,NEW,NEW,,,2,2009-04-24,AL,AL,XLPE,POTHEAD,231.6,,15785,15785,300MM² DEAD CABLE PLACE FOR NEW SUBSATION | 33 KV POTHEAD CABLE | 33KV CABLE LAID ON DATE 20/02/2025 | 33KV CABLE LAYING | SWNO_29576 -> JT.NO.29 | JT.NO.29 -> SWNO_11063 | SWNO_19180 -> JT.NO.29 | SWNO_43868 -> JT.NO.30 | JT.NO.29 -> SWNO_19727 | JT.NO.30 -> SWNO_43829 | SWNO_37426 -> JT.NO.11 | JT.NO.11 -> JT.NO.11A | JT.NO.27 -> SWNO_14604 | CABLE LAID FOR ROAD CROSSING BY DUCT | CABLE SECTION NAME NOT CONFIRM (300MM² DEAD CABLE PLACE 02/02/2025) | CABLE SECTION NOT CONFIRM | SWNO_41964 -> SWNO_25515 | HVPS SCHOOL TO EKDANT SOCIETY | JAWAHAR NAGAR OPULENCE TO JAWAHAR NAGAR MANGAL MURTI ( 400MM² DEAD CABLE PLACE) | JOGESHWARI NORTH NO.1 TO FAIR DEAL | SWNO_00000 -> SWNO_00000 | KHAJURIA ROAD TO TRIKAMDAS ROAD (300MM² DEAD CABLE PLACE) | SWNO_11023 -> SWNO_15575 | JT.NO.16 | JT.NO.16 -> SWNO_07419 | MAROL REC-STN TO P.T.(20MVA NO.1) | MAROL REC-STN TO P.T.(20MVA NO.2) | NOT CONFIRM TO NOT CONFIRM (300MM² DEAD CABLE LAID ON 08/06/2022) | PERMANENT MAGNET TO GANTRY NO.86 ABENDED | PRAPOSED NETWORK | PRAPOSSED NETWORK (MANORI TANK TO SHAMIM FARM) | PRAPOSSED NETWORK (MURZELLO FARM TO PAGODA) | PRAPOSSED NETWORK (SHAMIM FARM TO MANORI VILLAGE NO.1) | PRAPOSSED NETWORK (TOWER NO.316 TO OM WADI) | PROPOSSED NETWORK | SWNO_00000 -> SWNO_000000 | SWNO_12996 -> SWNO_10037 | SWNO_37598 -> JT.NO.5 | JT.NO.5 -> JT.NO.5A | SECTION IS NOT CONFIRM | SECTION NAME NOT CONFIRM (300MM² DEAD CABLE PLACE FOR NEW SUBSATION) | SECTION NOT CONFIRM | SECTION NOT CONFIRM (DEAD CABLE PLACE FOR NEW SUBSATION) | SPARE CABLE | JT.NO.1B -> JT.NO.1 | SWNO_19727 -> SWNO_16766 | SWNO_35449 -> JT.NO.16 | JT.NO.16 -> SWNO_06266 | JT.NO.6C -> SWNO_19780 | SWNO_19555 -> SWNO_25249 | JT.NO.27 -> JT.NO.27A | JT.NO.2C -> JT.NO.2D | SWNO_06982 -> SWNO_31660 | JT.NO.27D -> SWNO_43929 | JT.NO.01 -> SWNO_43929 | SWNO_02022 -> SWNO_32670 | SWNO_02020 -> SWNO_34799 | SWNO_32668 -> SWNO_36166 | JT.NO.62A -> SWNO_34801 | JT.NO.1E -> JT.NO.1G | JT.NO.1G -> JT.NO.1H | JT.NO.1H -> SWNO_19071 | JT.NO.94 -> SWNO_09243 | SWNO_40591 -> JT.NO.12 | JT.NO.12 -> SWNO_25136 | JT.NO.25 -> JT.NO.25A | JT.NO.25A -> JT.NO.25B | JT.NO.25B -> JT.NO.25C | JT.NO.25C -> SWNO_18507 | JT.NO.2 -> SWNO_44064 | JT.NO.25A -> JT.NO.2A | JT.NO.2A -> JT.NO.2 | SWNO_44065 -> SWNO_42182 | SWITCHING DEVICE TO DT | JT.NO.20D -> JT.NO.20C | JT.NO.5A -> SWNO_11656 | SWNO_11658 -> JT.NO.7 | JT.NO.8 -> JT.NO.9 | AAREY GUEST HOUSE KIOSK 2 TO HTC (VIA MRHT42 OH POLE) | AAREY GUEST HOUSE KIOSK NO.1 TO HTC (VIA MRHT39 OH POLE) | AAREY PUMP KIOSK TO MRHT31 OH POLE VIA HTC VIA DT | AAREY PUMP TO CONSUMER TRANFORMER (VIA MRHT00) | JT.NO.21G -> JT.NO.21F | JT.NO.8 -> JT.NO.8A | BHAYANDAR WEST REC STN TO WALCHAND DARSHAN (PRAPOSSED NETWORK) | WALCHAND DARSHAN TO MAHARASHTRA NGR NO 3 (PRAPOSSED NETWORK) | PRAPOSSED NETWORK | SWNO_37666 -> SWNO_13781 | SWNO_32314 -> JT.NO.13 | SWITCHING DEVICE TO HTC | JT.NO.11 -> SWNO_32312 | JT.NO.44 -> JT.NO.44A | JT.NO.44A -> SWNO_17713 | SWNO_05419 -> JT.NO.21 | JT.NO.21 -> JT.NO.21A | JT.NO.19B -> SWNO_44086 | SWNO_44085 -> JT.NO.21 | SWNO_44067 -> JT.NO.31 | JT.NO.31 -> SWNO_13403 | SWNO_13512 | JT.NO.19A -> JT.NO.19U | JT.NO.19U -> JT.NO.19P | JT.NO.60H -> JT.NO.60J | SWNO_07730 -> JT.NO.4B | JT.NO.4 -> JT.NO.4A | JT.NO.4A -> SWNO_17899 | JT.NO.4B -> JT.NO.4 | SWNO_15618 -> JT.NO.7 | JT.NO.72B -> JT.NO.72C | SWNO_30925 -> JT.NO.18 | JT.NO.18 -> SWNO_25757 | SWNO_27043 -> SWNO_30923 | JT.NO.1B -> SWNO_44082 | SWNO_44083 -> JT.NO.1C | SWNO_43910 -> JT.NO.31 | JT.NO.31 -> JT.NO.31A | JT.NO.31A -> JT.NO.31B | JT.NO.40A -> JT.NO.70P | JT.NO.70P -> JT.NO.70S | JT.NO.70S -> JT.NO.70R | SWAMI SAMARTH NAGAR RECEIVING STATION TO P.T.(20MVA NO.2) | SWNO_43302 -> JT.NO.1 | SWNO_43979 -> JT.NO.62G | JT.NO.62C -> SWNO_05229 | SWNO_05229 -> JT.NO.31 | JT.NO.31B -> SWNO_32715 | SWNO_01002 -> SWNO_43979 | SWNO_09982 -> JT.NO.3 | JT.NO.3 -> SWNO_41894 | JT.NO.2A -> JT.NO.2D | JT.NO.2D -> JT.NO.2G | SWNO_05135 -> SWNO_18695 | SWNO_11267 -> JT.NO.28 | JT.NO.28 -> SWNO_31222 | SWNO_18694 -> SWNO_11659 | JT.NO.28 -> JT.NO.28A | JT.NO.28 -> SWNO_14444 | SWNO_25756 -> JT.NO.13 | JT.NO.13 -> SWNO_04586 | SWNO_14807 -> JT.NO.5 | JT.NO.5 -> SWNO_06797 | JT.NO.25 -> JT.NO.25B | JT.NO.25B -> JT.NO.25A | SWNO_26987 -> JT.NO.26 | JT.NO.26 -> JT.NO.26B | JT.NO.26B -> JT.NO.26C | JT.NO.26C -> JT.NO.26D | JT.NO.26D -> SWNO_34438 | SWNO_43911 -> SWNO_35713 | SWNO_15673 -> JT.NO.22 | JT.NO.22 -> SWNO_18608 | PRIME ACADEMY TO TULIP PARK | JT.NO.36F -> SWNO_14632 | SWNO_14634 -> JT.NO.36G | SWNO_25044 -> JT.NO.7 | JT.NO.7 -> SWNO_25316 | SWNO_16297 -> JT.NO.12 | SWNO_16297 -> SWNO_19615 | 33KV CABLE LAID ON DATE 15/04/2022 | JT.NO.54B -> JT.NO.54C | JT.NO.54A -> SWNO_44010 | JT.NO.5C -> SWNO_43935 | SWNO_40983 -> SWNO_43937 | JT.NO.1B -> SWNO_44079 | JT.NO.1 -> SWNO_30823 | SWNO_13639 -> JT.NO.16B | JT.NO.16 -> SWNO_39179 | JT.NO.16A -> JT.NO.16C | JT.NO.16B -> JT.NO.16A | JT.NO.16C -> JT.NO.16 | JT.NO.24 -> SWNO_43907 | JT.NO.53B -> SWNO_27022 | SWNO_27021 -> SWNO_43908 | SWNO_41461 -> JT.NO.25 | JT.NO.1D -> JT.NO.1E | SWNO_41400 -> JT.NO.23A | SWNO_07861 -> SWNO_31608 | SWNO_15155 -> JT.NO.7 | JT.NO.7 -> SWNO_25031 | SWAMI SAMARTH NAGAR RECEIVING STATION TO P.T.(20MVA NO.1) | BHAVANS RECEIVING STATION TO P.T.(20MVA NO.1) | IRIS NO 3 TO VISHAL RESIDENCY | JT.NO.10C -> JT.NO.10D | JT.NO.10D -> JT.NO.10E | MANI ENCLAVE NO 2 TO DT | SWNO_35353 -> JT.NO.3 | SWNO_16637 -> SWNO_25004 | SWNO_25003 -> JT.NO.25 | JT.NO.25A -> SWNO_19672 | SWNO_17592 -> SWNO_15467 | SWNO_07845 -> JT.NO.16 | JT.NO.16 -> JT.NO.16A | JT.NO.16A -> SWNO_11630 | SWNO_25445 -> JT.NO.10 | JT.NO.10 -> SWNO_06394 | JT.NO.5 -> SWNO_12609 | JT.NO.11 -> SWNO_12889 | SWNO_12087 | 33Kv Circuit Breaker TO 11Kv Circuit Breaker ( INTERLINK CABLE) | SWNO_43947 -> SWNO_43953 | JT.NO.30A -> SWNO_43944 | JT.NO.12H -> JT.NO.12K | JT.NO.29 -> SWNO_37957,266,44086,34688.59238053,2009-04-24 00:00:00+00:00,44086,2009-04-24 00:00:00+00:00
15786,CAPBANK,15786,BHYNDR_11kV_12222,BHAYANDAR REC-STN,BHAYANDAR REC-STN,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-RSTN-BHAY,1,1999-01-01,AL,AL,PILC,,10.0,,15786,15786,SWITCHING DEVICE TO CAP BANK (5.5MVAR NO.2) | SWITCHING DEVICE TO CAP BANK (5.5MVAR NO.1) | SWITCHING DEVICE TO CAP BANK (5.5MVAR) | BHAYANDER REC-STN 33045 TO P.T.(20 MVA NO.2) | BHAYANDER REC-STN TO PT (20 MVA NO.2) | 11KV BUS TO CIRCUIT BREAKER (17184) | BHAYANDER REC-STN TO P.T.(20 MVA NO.3) | BHAYANDER REC-STN TO PT (20 MVA NO.3) | BHAYANDER REC-STN 33044 TO P.T.(20 MVA NO.1) | BHAYANDER REC-STN TO PT (20 MVA NO.1),10,15786|CAPBANK,640.0,,CAPBANK,1999-01-01 00:00:00+00:00
15787,15790,26458,DEVIDAS_11kV_26458,BORIVLI SEWAGE,LINK VIEW,1S-MH-MU-ZNT-CL05-6079,1S-MH-MU-ZNT-CL05-6391,6,2006-04-25,AL,AL,PILC,,30.0,,15787,26458,SWNO_15787 -> JT.NO.46C | JT.NO.46C -> JT.NO.46D | JT.NO.46D -> JT.NO.46 | JT.NO.46 -> JT.NO.46A | JT.NO.46A -> JT.NO.46B | JT.NO.46B -> JT.NO.46E | JT.NO.46E -> JT.NO.46F | JT.NO.46F -> SWNO_15790,8,15790,602.9,2006-04-25 00:00:00+00:00,15790,2006-04-25 00:00:00+00:00
15788,11559,26458,DEVIDAS_11kV_26458,BORIVLI SEWAGE,SHALINI SADAN,1S-MH-MU-ZNT-CL05-6079,1S-MH-MU-ZNT-CL05-6665,5.1,2018-12-24,AL,AL,XLPE,,92.6,,15788,26458,SWNO_15788 -> JT.NO.16 | JT.NO.16 -> JT.NO.16A | JT.NO.16A -> SWNO_11559,3,11559,166.0,2018-12-24 00:00:00+00:00,11559,2018-12-24 00:00:00+00:00
15791,30979,26458,DEVIDAS_11kV_26458,LINK VIEW,GANPAT PATIL NAGAR,1S-MH-MU-ZNT-CL05-6391,1S-MH-MU-ZNT-CL05-7036,7,2007-06-04,AL,AL,XLPE,,46.0,RESIDENTIAL,15791,26458,SWNO_15791 -> JT.NO.1 | JT.NO.1 -> JT.NO.1A | JT.NO.1A -> JT.NO.1D | JT.NO.1B -> JT.NO.1C | JT.NO.1C -> JT.NO.1F | JT.NO.1D -> JT.NO.1E | JT.NO.1E -> JT.NO.1B | JT.NO.1F -> JT.NO.1G | JT.NO.1G -> JT.NO.1H | JT.NO.1H -> JT.NO.1J | JT.NO.1J -> SWNO_30979,11,30979,472.5,2007-06-04 00:00:00+00:00,30979,2007-06-04 00:00:00+00:00
15797,12585,31272,HCC_11kV_31272,KUMAR APT,SUDARSHAN,1S-MH-MU-ZET-CL05-8460,1S-MH-MU-ZET-CL05-8826,1.5,2024-03-05,AL,AL,XLPE,,120.0,,15797,31272,SWNO_15797 -> SWNO_12585,2,12585,302.0,2024-03-05 00:00:00+00:00,12585,2024-03-05 00:00:00+00:00
15798,34119,34306,HINGWALA_11kV_34306,GHATKOPAR STN RD,DEVIKRIPA,1S-MH-MU-ZET-CL06-8293,1S-MH-MU-ZET-CL06-9326,7,2010-04-25,AL,AL,PILC,,298.8,,15798,34306,SWNO_15798 -> JT.NO.3 | JT.NO.2 -> JT.NO.5 | JT.NO.2A -> JT.NO.2 | JT.NO.3 -> JT.NO.2A | JT.NO.5 -> JT.NO.4 | JT.NO.5 -> SWNO_34119,6,34119,520.0,2010-04-25 00:00:00+00:00,34119,2010-04-25 00:00:00+00:00
15801,34616,10207,AMBVLI_11kV_10207,INCOME TAX COLONY,RATNAGAR,1S-MH-MU-ZSC-CL09-2281,1S-MH-MU-ZSC-CL06-3280,4,2010-12-01,AL,AL,XLPE,,116.3,,15801,10207,SWNO_15801 -> JT.NO.1B | JT.NO.1A -> JT.NO.1 | JT.NO.1A -> SWNO_34616 | JT.NO.1B -> JT.NO.1A,4,34616,895.9000000000001,2010-12-01 00:00:00+00:00,34616,2010-12-01 00:00:00+00:00
15804,10815,18448,MALAD_11kV_18448,TRIMURTI TOWERS,ZAKERIA ROAD,1S-MH-MU-ZCT-CL03-4757,1S-MH-MU-ZCT-CL03-4823,6.3,2020-02-12,AL,AL,XLPE,,54.7,,15804,18448,SWNO_15804 -> JT.NO.56 | JT.NO.56 -> JT.NO.56A | JT.NO.56A -> JT.NO.56B | JT.NO.56B -> SWNO_10815,4,10815,351.7,2020-02-12 00:00:00+00:00,10815,2020-02-12 00:00:00+00:00
15807,5385,31272,HCC_11kV_31272,INDRAPRASTHA 1,DAMAJI SHAMJI,1S-MH-MU-ZET-CL05-8374,1S-MH-MU-ZET-CL05-8228,5,,AL,AL,PILC,,68.18178779,,15807,31272,SWNO_15807 -> SWNO_05385,1,5385,68.18178779,,5385,
15811,16486,38234,SADG_11kV_38234,RAMCHANDRA NAGAR,SAI SHRISHTI,1S-MH-MU-ZNT-CL12-6588,1S-MH-MU-ZNT-CL12-6624,1.2,,AL,AL,XLPE,,133.6,,15811,38234,SWNO_15811 -> JT.NO.35 | JT.NO.35 -> SWNO_16486,2,16486,450.4,,16486,
15815,26460,36251,SAHARPLZ_11KV_36251,TULSIANI COMPLEX,CITY POINT,1S-MH-MU-ZSC-CL01-2791,1S-MH-MU-ZSC-CL01-2990,2,2019-01-14,AL,AL,XLPE,,42.7,,15815,36251,SWNO_15815 -> SWNO_26460,1,26460,42.7,2019-01-14 00:00:00+00:00,26460,2019-01-14 00:00:00+00:00
15820,18945,29331,CHUNA_11kV_29331,SHRAMIK HSG SCTY,SAIDEEP,1S-MH-MU-ZET-CL10-8789,1S-MH-MU-ZET-CL10-8963,4,2009-08-28,AL,AL,PILC,,310.4,,15820,29331,SWNO_15820 | JT.NO.13 -> SWNO_18945,2,18945,620.8,2009-08-28 00:00:00+00:00,18945,2009-08-28 00:00:00+00:00
