DESTINATION_LOCATION,FEEDER_ID,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12
1S-MH-MU-ZCT-CL08-4505,40924,2.331,1.664,1.613,2.773,2.751,1.713,0.0,0.294,3.011,2.256,1.657,1.482,4,4,5,5,5,1,0,1,0,5,3,3
1S-MH-MU-ZCT-CL08-4081,40924,1.282,0.861,0.876,2.007,2.007,1.259,0.0,0.21,2.027,1.591,1.148,0.9,4,4,5,5,5,1,0,1,0,5,2,3
1S-MH-MU-ZCT-CL08-4187,40925,12.63,12.818,10.404,16.648,16.561,10.664,0.0,1.728,18.645,16.125,9.329,6.544,3,4,4,2,2,1,0,1,0,2,1,0
1S-MH-MU-ZCT-CL08-4663,40925,2.021,1.978,1.711,2.716,2.631,1.652,0.0,0.271,3.134,2.729,1.565,0.985,3,4,4,2,2,1,0,1,0,2,1,0
1S-MH-MU-ZCT-CL08-4192,40925,1.413,1.377,1.139,1.89,1.822,1.138,0.0,0.18,2.106,1.729,1.043,0.686,3,4,4,2,2,1,0,1,0,2,1,0
1S-MH-MU-ZCT-CL08-4197,40925,5.964,6.008,4.852,7.808,8.074,5.38,0.0,0.936,8.778,7.844,4.682,3.453,3,4,4,2,2,1,0,1,0,2,1,0
1S-MH-MU-ZCT-CL08-4727,40925,1.156,1.04,0.854,1.453,1.381,0.851,0.0,0.152,1.536,1.195,0.686,0.492,3,4,4,2,2,1,0,1,0,2,1,0
1S-MH-MU-ZCT-CL08-5686,40925,2.452,2.433,2.02,3.174,3.456,2.402,0.0,0.42,3.495,3.15,1.869,1.443,3,4,4,2,2,1,0,1,0,2,1,0
1S-MH-MU-ZCT-CL08-4670,40925,1.901,1.892,1.563,2.573,2.675,1.79,0.0,0.305,2.899,2.335,1.346,1.073,3,4,4,2,2,1,0,1,0,2,1,0
1S-MH-MU-ZCT-CL09-4579,40926,5.588,2.479,3.231,7.667,5.96,1.997,0.0,1.229,9.986,10.859,5.709,5.786,1,0,0,1,3,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL08-5677,40926,3.652,1.611,2.072,4.985,3.76,1.227,0.0,0.779,6.23,7.132,3.766,3.62,1,0,0,1,3,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL09-5626,40926,1.412,0.571,0.736,1.708,1.391,0.484,0.0,0.336,2.357,2.652,1.361,1.404,1,0,0,1,3,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL08-4080,40927,3.305,1.01,1.474,5.089,5.073,3.386,0.0,1.713,10.233,4.369,4.021,1.416,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL08-5204,40927,2.596,0.837,1.203,4.197,4.168,2.774,0.0,1.393,8.4,3.496,3.094,1.061,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL08-4788,40927,1.975,0.673,0.954,3.353,3.313,2.198,0.0,1.101,6.641,2.824,2.47,0.818,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL08-4787,40927,1.19,0.374,0.506,1.842,1.862,1.254,0.0,0.635,3.72,1.592,1.341,0.494,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL08-4891,40927,0.554,0.218,0.324,1.076,1.0,0.635,0.0,0.316,2.084,0.889,0.825,0.235,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL08-5230,40931,0.0,1.6,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,3.336,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZCT-CL08-5231,40931,0.0,1.6,0.0,0.0,0.0,1.168,0.0,0.0,0.0,0.0,2.681,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZCT-CL08-4854,40932,9.575,12.601,8.422,11.404,16.428,6.3,0.0,3.019,21.107,11.961,8.628,8.043,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-4855,40932,2.013,2.577,1.79,2.438,3.096,1.063,0.0,0.51,4.039,2.318,1.623,1.599,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-4740,40932,0.742,1.032,0.715,0.97,1.176,0.385,0.0,0.191,1.425,0.848,0.622,0.564,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-4505,40932,6.537,8.746,5.667,8.128,12.325,4.911,0.0,2.336,15.881,9.022,6.57,6.086,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-4654,40932,4.684,6.266,4.035,5.896,9.445,3.906,0.0,1.839,11.872,6.727,4.85,4.479,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-5578,40932,1.264,1.75,1.085,1.558,2.975,1.359,0.0,0.526,3.033,1.662,1.296,1.245,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-5261,40932,1.016,1.202,0.837,1.206,2.208,0.987,0.0,0.449,2.491,1.367,1.073,1.031,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-4565,40932,0.631,0.707,0.496,0.711,1.383,0.638,0.0,0.282,1.931,1.06,0.721,0.685,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-4564,40932,2.532,3.329,2.202,3.143,4.647,1.818,0.0,0.994,6.717,3.816,2.681,2.474,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-4721,40932,1.799,2.492,1.637,2.328,3.256,1.22,0.0,0.628,4.4,2.504,1.806,1.631,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-5539,40932,0.312,0.448,0.307,0.404,0.51,0.174,0.0,0.082,0.676,0.382,0.284,0.304,2,2,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL08-4557,40934,2.333,1.261,3.423,3.285,3.442,3.066,0.0,0.941,8.689,3.814,3.955,1.411,1,0,1,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL08-4186,40934,2.112,1.123,3.056,2.932,3.113,2.798,0.0,0.857,7.802,3.427,3.559,1.282,1,0,1,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL08-4891,40934,0.379,0.207,0.606,0.553,0.572,0.505,0.0,0.156,1.472,0.647,0.686,0.237,1,0,1,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL08-5115,40934,1.515,0.772,2.098,2.032,2.194,1.996,0.0,0.617,5.372,2.357,2.426,0.899,1,0,1,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL08-4185,40934,1.515,0.772,2.098,2.032,2.194,1.996,0.0,0.617,5.372,2.357,2.426,0.899,1,0,1,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL08-4787,40934,0.814,0.355,0.947,0.947,1.066,0.997,0.0,0.313,2.627,1.159,1.114,0.499,1,0,1,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL09-5073,40935,15.951,12.184,12.309,19.521,17.582,14.223,0.0,4.722,36.255,18.617,13.99,17.576,2,1,1,1,1,1,0,1,0,1,1,2
1S-MH-MU-ZCT-CL08-5692,40935,1.964,1.592,1.665,2.631,2.256,1.747,0.0,0.533,5.157,2.613,1.87,2.317,2,1,1,1,1,1,0,1,0,1,1,2
1S-MH-MU-ZCT-CL09-4563,40935,1.964,1.592,1.665,2.631,2.256,1.747,0.0,0.533,5.157,2.613,1.87,2.317,2,1,1,1,1,1,0,1,0,1,1,2
1S-MH-MU-ZCT-CL08-5663,40935,2.156,1.565,1.713,2.719,2.63,2.25,0.0,0.68,4.935,2.556,1.891,2.682,2,1,1,1,1,1,0,1,0,1,1,2
1S-MH-MU-ZCT-CL09-4394,40935,2.324,1.781,1.997,3.054,2.799,2.298,0.0,0.942,5.858,3.102,2.65,2.862,2,1,1,1,1,1,0,1,0,1,1,2
1S-MH-MU-ZCT-CL08-4391,40935,5.974,4.574,4.339,6.905,5.967,4.656,0.0,1.494,11.959,6.171,4.423,5.657,2,1,1,1,1,1,0,1,0,1,1,2
1S-MH-MU-ZCT-CL08-4985,40935,3.84,2.977,3.031,5.067,4.373,3.407,0.0,1.061,8.288,4.237,3.025,3.942,2,1,1,1,1,1,0,1,0,1,1,2
1S-MH-MU-ZCT-CL08-4346,40935,1.748,1.424,1.516,2.298,1.938,1.478,0.0,0.455,3.717,1.893,1.211,1.562,2,1,1,1,1,1,0,1,0,1,1,2
1S-MH-MU-ZCT-CL08-4796,40936,2.395,0.96,5.929,8.893,15.99,6.573,0.0,4.369,26.543,12.574,8.659,7.258,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL08-4345,40936,0.29,0.124,0.749,1.09,2.018,0.847,0.0,0.502,3.039,1.56,0.996,0.784,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL08-4749,40936,2.249,0.9,5.575,8.407,15.154,6.24,0.0,4.09,24.981,11.794,8.152,6.863,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL08-4750,40936,1.972,0.779,4.824,7.199,13.17,5.479,0.0,3.505,21.403,10.324,7.028,5.99,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL08-4301,40936,1.595,0.662,4.058,5.977,10.741,4.413,0.0,2.777,17.005,8.449,5.804,4.852,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL08-5691,40936,0.229,0.098,0.614,0.901,1.47,0.561,0.0,0.329,2.199,1.13,0.813,0.624,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL08-5364,40936,1.196,0.502,3.069,4.504,8.122,3.345,0.0,2.106,12.843,6.367,4.383,3.683,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL09-5754,40936,0.978,0.411,2.433,3.597,6.693,2.816,0.0,1.671,10.38,5.137,3.543,3.035,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL08-4315,40936,0.966,0.409,2.399,3.565,6.634,2.791,0.0,1.628,10.085,4.992,3.437,2.961,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL08-5670,40936,0.493,0.206,1.279,1.956,3.526,1.452,0.0,0.831,5.387,2.731,1.831,1.454,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL08-5631,40936,0.352,0.15,0.931,1.372,2.512,1.046,0.0,0.607,3.778,1.954,1.296,0.988,1,0,1,1,1,0,0,1,0,1,3,0
1S-MH-MU-ZCT-CL09-5017,40937,1.403,0.229,0.23,0.399,0.303,0.18,0.0,0.076,0.812,0.726,0.965,0.46,2,1,0,1,1,0,0,1,0,1,2,2
1S-MH-MU-ZCT-CL09-4444,40937,1.25,0.206,0.206,0.348,0.265,0.157,0.0,0.066,0.7,0.68,0.906,0.412,2,1,0,1,1,0,0,1,0,1,2,2
NAN,40939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZCT-CL08-5009,40939,17.754,14.959,8.756,14.28,12.482,6.93,0.0,4.818,29.334,11.795,16.594,10.176,2,4,1,1,1,0,0,1,0,1,3,1
1S-MH-MU-ZCT-CL08-4979,40939,16.124,13.654,7.955,13.006,11.329,6.272,0.0,4.365,26.67,10.791,15.231,9.355,2,4,1,1,1,0,0,1,0,1,3,1
1S-MH-MU-ZCT-CL08-4247,40939,2.197,1.717,0.778,1.687,1.413,0.757,0.0,0.526,3.092,1.234,1.977,1.28,2,4,1,1,1,0,0,1,0,1,3,1
1S-MH-MU-ZCT-CL08-4248,40939,12.256,10.603,6.362,9.988,8.588,4.705,0.0,3.275,20.684,8.425,11.771,7.005,2,4,1,1,1,0,0,1,0,1,3,1
1S-MH-MU-ZCT-CL09-5729,40939,2.212,1.919,1.214,2.033,1.603,0.812,0.0,0.552,3.663,1.658,2.569,1.301,2,4,1,1,1,0,0,1,0,1,3,1
1S-MH-MU-ZCT-CL09-5816,40939,8.902,7.813,4.594,7.158,6.232,3.45,0.0,2.388,15.261,6.061,8.263,5.07,2,4,1,1,1,0,0,1,0,1,3,1
1S-MH-MU-ZCT-CL09-4914,40939,8.902,7.813,4.594,7.158,6.232,3.45,0.0,2.388,15.261,6.061,8.263,5.07,2,4,1,1,1,0,0,1,0,1,3,1
1S-MH-MU-ZCT-CL09-4582,40939,7.663,6.615,3.915,5.866,4.994,2.714,0.0,1.894,12.154,4.883,6.646,3.819,2,4,1,1,1,0,0,1,0,1,3,1
1S-MH-MU-ZCT-CL07-5242,40939,2.473,2.397,1.245,1.876,1.646,0.917,0.0,0.627,3.847,1.567,1.942,0.951,2,4,1,1,1,0,0,1,0,1,3,1
1S-MH-MU-ZCT-CL09-4450,40939,1.274,1.416,0.665,0.938,0.688,0.323,0.0,0.228,1.826,0.73,0.898,0.171,2,4,1,1,1,0,0,1,0,1,3,1
1S-MH-MU-ZCT-CL08-4806,40940,9.696,5.577,8.272,11.473,5.742,0.84,0.0,0.053,13.69,10.3,7.126,5.133,4,3,4,4,2,6,0,1,0,3,3,3
1S-MH-MU-ZCT-CL08-4081,40940,7.584,4.363,6.506,9.139,4.615,0.681,0.0,0.043,11.126,8.26,5.826,4.152,4,3,4,4,2,6,0,1,0,3,3,3
1S-MH-MU-ZCT-CL08-5208,40940,5.799,3.331,4.921,6.514,3.334,0.497,0.0,0.032,8.194,6.033,4.265,3.056,4,3,4,4,2,6,0,1,0,3,3,3
1S-MH-MU-ZCT-CL08-4740,40940,1.299,0.829,1.279,1.576,0.717,0.095,0.0,0.006,1.548,1.168,0.815,0.634,4,3,4,4,2,6,0,1,0,3,3,3
1S-MH-MU-ZCT-CL08-4739,40940,2.138,1.277,1.879,2.515,1.265,0.186,0.0,0.012,2.824,2.131,1.486,1.107,4,3,4,4,2,6,0,1,0,3,3,3
1S-MH-MU-ZCT-CL08-4190,40941,2.792,1.444,1.259,3.894,13.229,1.937,0.0,1.235,10.38,6.074,11.839,1.575,1,0,0,1,3,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL09-5227,40941,1.41,0.822,0.737,2.238,7.445,1.073,0.0,0.689,5.883,3.217,6.471,0.836,1,0,0,1,3,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL09-4404,40941,1.067,0.633,0.548,1.629,5.518,0.806,0.0,0.539,4.345,2.271,4.515,0.605,1,0,0,1,3,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL01-6832,41079,12.188,3.917,5.04,23.809,14.795,5.996,0.0,0.0,22.643,11.381,9.223,4.945,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZNT-CL01-7165,41079,1.188,0.357,0.448,2.254,1.488,0.628,0.0,0.0,2.277,1.026,0.864,0.521,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZNT-CL01-7621,41079,0.558,0.189,0.239,1.14,0.732,0.304,0.0,0.0,1.045,0.5,0.412,0.247,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZNT-CL01-7263,41079,2.927,0.961,1.308,5.632,3.424,1.366,0.0,0.0,5.123,2.827,2.166,1.088,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZNT-CL01-6433,41079,0.805,0.264,0.353,1.646,1.124,0.484,0.0,0.0,1.75,0.818,0.716,0.368,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZCT-CL10-4959,41079,6.706,2.174,2.77,13.376,8.15,3.257,0.0,0.0,12.573,6.24,5.064,2.78,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZCT-CL10-4960,41079,5.158,1.653,2.128,10.171,6.268,2.526,0.0,0.0,9.618,4.779,3.815,2.084,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZCT-CL10-4071,41079,4.525,1.435,1.846,8.825,5.487,2.225,0.0,0.0,8.415,4.213,3.313,1.813,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZCT-CL10-4811,41079,2.924,0.848,1.19,5.529,3.489,1.43,0.0,0.0,4.917,2.522,1.771,1.032,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZCT-CL10-4070,41079,1.991,0.609,0.772,3.65,2.448,1.044,0.0,0.0,3.258,1.656,1.392,0.819,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZCT-CL10-4698,41079,1.186,0.391,0.507,2.388,1.542,0.641,0.0,0.0,2.038,1.058,0.943,0.563,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZNT-CL01-7141,41079,0.552,0.14,0.183,0.848,0.546,0.227,0.0,0.0,0.752,0.364,0.336,0.19,1,0,0,2,1,1,0,0,0,1,1,0
1S-MH-MU-ZST-CL03-1410,41507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZST-CL03-0459,41507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZST-CL03-0512,41507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZST-CL03-0824,41507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZST-CL03-1410,41509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.081,14.644,2.099,3.708,0,0,0,0,0,0,0,0,0,3,1,1
1S-MH-MU-ZST-CL03-0462,41509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.081,14.644,2.099,3.708,0,0,0,0,0,0,0,0,0,3,1,1
1S-MH-MU-ZST-CL03-0559,41509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,4.575,0.635,1.221,0,0,0,0,0,0,0,0,0,3,1,1
1S-MH-MU-ZST-CL03-0786,41510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.571,22.623,10.165,9.832,0,0,0,0,0,0,0,0,0,2,1,1
1S-MH-MU-ZST-CL03-0224,41510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.571,22.623,10.165,9.832,0,0,0,0,0,0,0,0,0,2,1,1
1S-MH-MU-ZST-CL03-0335,41510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.659,14.308,6.02,6.19,0,0,0,0,0,0,0,0,0,2,1,1
1S-MH-MU-ZST-CL03-0588,41510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.892,3.536,1.617,1.635,0,0,0,0,0,0,0,0,0,2,1,1
1S-MH-MU-ZST-CL03-0715,41512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.157,16.304,11.762,7.031,0,0,0,0,0,0,0,0,0,1,1,0
1S-MH-MU-ZST-CL03-0786,41512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZST-CL03-0216,41512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.454,10.949,7.982,4.935,0,0,0,0,0,0,0,0,0,1,1,0
1S-MH-MU-ZST-CL03-0223,41512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.157,4.722,3.29,1.863,0,0,0,0,0,0,0,0,0,1,1,0
1S-MH-MU-ZST-CL03-0448,41514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZST-CL03-0623,41516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.954,15.041,14.245,7.74,0,0,0,0,0,0,0,0,0,1,1,1
1S-MH-MU-ZST-CL03-0444,41516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.334,12.392,11.673,6.344,0,0,0,0,0,0,0,0,0,1,1,1
1S-MH-MU-ZST-CL03-0452,41516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969,9.772,9.077,5.008,0,0,0,0,0,0,0,0,0,1,1,1
1S-MH-MU-ZST-CL03-0689,41516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666,4.786,4.402,2.443,0,0,0,0,0,0,0,0,0,1,1,1
1S-MH-MU-ZST-CL03-0798,41516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.036,2.529,2.303,1.312,0,0,0,0,0,0,0,0,0,1,1,1
1S-MH-MU-ZST-CL08-0134,41519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZST-CL08-1247,41519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZST-CL08-1257,41519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZST-CL08-0650,41519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZSC-CL01-2021,41573,5.826,5.09,5.372,8.978,10.156,7.214,0.0,0.291,7.676,7.486,6.54,4.824,4,4,5,5,5,4,0,1,0,5,5,4
1S-MH-MU-ZSC-CL01-3642,41576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZSC-CL01-2277,41582,15.123,9.612,9.081,16.365,13.63,15.726,0.0,0.933,14.881,13.372,11.99,12.318,5,4,5,5,5,6,0,1,0,5,3,3
1S-MH-MU-ZSC-CL01-2414,41582,15.123,9.612,9.081,16.365,13.63,15.726,0.0,0.933,14.881,13.372,11.99,12.318,5,4,5,5,5,6,0,1,0,5,3,3
1S-MH-MU-ZSC-CL01-2660,41582,12.243,7.763,7.014,12.439,10.402,12.045,0.0,0.703,12.451,9.491,8.528,8.9,5,4,5,5,5,6,0,1,0,5,3,3
1S-MH-MU-ZSC-CL01-3118,41582,7.558,4.809,4.411,7.514,6.049,6.762,0.0,0.386,6.557,5.043,4.588,4.722,5,4,5,5,5,6,0,1,0,5,3,3
1S-MH-MU-ZSC-CL01-3117,41582,6.601,4.239,3.907,6.624,5.21,5.692,0.0,0.325,5.619,4.34,3.958,4.046,5,4,5,5,5,6,0,1,0,5,3,3
1S-MH-MU-ZSC-CL01-3090,41582,3.389,2.184,1.927,3.749,3.327,4.05,0.0,0.249,4.636,3.413,3.043,3.208,5,4,5,5,5,6,0,1,0,5,3,3
1S-MH-MU-ZSC-CL01-3573,41582,1.848,1.21,1.097,2.197,1.951,2.376,0.0,0.161,3.106,2.317,2.095,2.084,5,4,5,5,5,6,0,1,0,5,3,3
1S-MH-MU-ZSC-CL01-2615,41583,12.465,9.436,17.137,14.987,14.322,13.91,0.0,0.767,14.472,13.332,12.759,10.584,5,4,5,5,5,6,0,1,0,5,2,3
1S-MH-MU-ZSC-CL01-2021,41583,12.465,9.436,17.137,14.987,14.322,13.91,0.0,0.767,14.472,13.332,12.759,10.584,5,4,5,5,5,6,0,1,0,5,2,3
1S-MH-MU-ZSC-CL01-2410,41583,9.528,7.244,13.097,11.552,11.159,10.939,0.0,0.596,11.335,9.598,10.099,8.455,5,4,5,5,5,6,0,1,0,5,2,3
1S-MH-MU-ZSC-CL02-2428,41583,8.381,6.394,11.538,10.022,9.631,9.399,0.0,0.508,9.773,8.099,8.795,7.377,5,4,5,5,5,6,0,1,0,5,2,3
1S-MH-MU-ZSC-CL02-2240,41583,2.231,1.813,3.218,2.745,2.656,2.608,0.0,0.145,2.701,1.64,2.403,2.022,5,4,5,5,5,6,0,1,0,5,2,3
1S-MH-MU-ZSC-CL02-2208,41583,5.486,4.093,7.45,6.456,6.215,6.075,0.0,0.325,6.343,5.711,5.718,4.787,5,4,5,5,5,6,0,1,0,5,2,3
1S-MH-MU-ZSC-CL02-2059,41583,3.454,2.61,4.711,4.039,3.852,3.734,0.0,0.195,3.917,3.657,3.653,2.965,5,4,5,5,5,6,0,1,0,5,2,3
1S-MH-MU-ZSC-CL02-2426,41583,1.579,1.214,2.173,1.684,1.699,1.726,0.0,0.083,1.572,1.773,1.665,1.225,5,4,5,5,5,6,0,1,0,5,2,3
1S-MH-MU-ZSC-CL02-2934,41583,1.008,0.767,1.402,1.102,1.138,1.176,0.0,0.054,1.055,1.123,1.231,0.773,5,4,5,5,5,6,0,1,0,5,2,3
1S-MH-MU-ZSC-CL01-3642,41587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZNT-CL11-7340,41712,11.263,3.183,4.226,18.804,15.354,7.186,0.0,4.2,29.134,14.334,10.337,5.382,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL11-7273,41712,3.864,1.068,1.386,6.413,5.223,2.44,0.0,1.46,9.837,4.802,3.675,1.857,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL11-7555,41712,3.234,0.869,1.112,5.287,4.398,2.083,0.0,1.245,8.346,4.041,3.062,1.548,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL11-7814,41712,2.113,0.573,0.758,3.62,2.938,1.369,0.0,0.904,6.175,3.204,2.444,1.229,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL11-7919,41712,1.791,0.488,0.636,2.944,2.493,1.194,0.0,0.809,5.402,2.835,2.178,1.083,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL08-7568,41712,1.469,0.39,0.491,2.207,1.944,0.953,0.0,0.598,3.817,1.934,1.457,0.72,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL11-7479,41712,1.153,0.299,0.358,1.624,1.508,0.761,0.0,0.478,2.99,1.508,1.159,0.573,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL11-7550,41712,0.714,0.168,0.169,0.827,0.867,0.465,0.0,0.298,1.797,0.932,0.72,0.361,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL11-6201,41712,10.837,3.065,4.079,18.062,14.716,6.877,0.0,4.016,27.838,13.765,9.91,5.163,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL11-6950,41712,0.54,0.185,0.196,0.821,0.643,0.293,0.0,0.179,1.285,0.553,0.264,0.136,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZNT-CL11-7765,41712,9.849,2.761,3.706,16.453,13.465,6.31,0.0,3.681,25.297,12.59,9.222,4.814,1,0,0,1,1,0,0,1,0,1,1,0
